"Estuary","SampleEvent","Date","Section","StationName","Station","Temperature","Salinity","DissolvedOxygen","pH","Depth","SampleDepth","Secchi","TurbidityYSI","TurbidityHach"
"AB","COLL",2021-01-14,"E","Porters",14,11.3,12.23,9.92,8.47,1.5,NA,1.5,NA,NA
"AB","COLL",2021-01-14,"E","Bulkhead",15,11.2,10.51,9.85,7.92,1.5,NA,1,NA,NA
"AB","COLL",2021-02-03,"W","Paradise Flats",1,10.9,31.1,9.27,8.15,1,NA,0.25,NA,NA
"AB","COLL",2021-02-03,"W","Cabbage Top",2,10.8,30.82,9.52,8.19,1.5,NA,0.75,NA,NA
"AB","COLL",2021-02-03,"W","Dry Bar North",3,9.9,27.89,10.08,8.24,1.5,NA,0.5,NA,NA
"AB","COLL",2021-02-03,"W","Green Point",4,10.4,17,11.24,8.83,2,NA,0.75,NA,NA
"AB","COLL",2021-02-03,"W","Eleven Mile",5,13,31.01,9.48,8.27,1.25,NA,0.5,NA,NA
"AB","COLL",2021-02-03,"C","Halfmoon",6,11.6,9.01,10.28,8.1,1.75,NA,0.75,NA,NA
"AB","COLL",2021-02-03,"C","Lighthouse",7,10.8,4.43,10.58,8.04,1.5,NA,0.75,NA,NA
"AB","COLL",2021-02-03,"C","Normans",8,10.2,8.42,10.37,8.05,2.25,NA,0.75,NA,NA
"AB","COLL",2021-02-03,"C","Hotel",9,10.5,10.36,10.56,8.59,1.75,NA,0.75,NA,NA
"AB","COLL",2021-02-03,"C","East Lumps",10,10.4,4.08,10.85,8.11,1.75,NA,0.5,NA,NA
"AB","COLL",2021-02-03,"E","Cat Point",11,10.6,7.42,10.42,8.18,1.25,NA,0.75,NA,NA
"AB","COLL",2021-02-03,"E","Easthole",12,10.5,9.25,10.59,8.15,1.25,NA,1,NA,NA
"AB","COLL",2021-02-03,"E","Platform",13,10.6,8.88,10.65,8.17,1.5,NA,1,NA,NA
"AB","COLL",2021-02-03,"E","Porters",14,11.5,9.98,10.44,8.16,1.75,NA,0.75,NA,NA
"AB","COLL",2021-02-03,"E","Bulkhead",15,10.5,8.39,10.57,8.34,2,NA,0.75,NA,NA
"AB","COLL",2021-03-01,"W","Paradise Flats",1,21.6,3.83,9.41,7.75,1.25,NA,0.75,NA,NA
"AB","COLL",2021-03-01,"W","Cabbage Top",2,21.2,3.56,9.36,7.55,1.75,NA,0.75,NA,NA
"AB","COLL",2021-03-01,"W","Dry Bar North",3,20.2,3.72,9.09,7.14,1.5,NA,0.75,NA,NA
"AB","COLL",2021-03-01,"W","Green Point",4,21.6,2.02,10.19,7.73,1.75,NA,0.5,NA,NA
"AB","COLL",2021-03-01,"W","Eleven Mile",5,22.6,3.9,9.89,8.53,1.25,NA,0.5,NA,NA
"AB","COLL",2021-03-01,"C","Halfmoon",6,18.1,0.06,7.85,7.62,2,NA,0.5,NA,NA
"AB","COLL",2021-03-01,"C","Lighthouse",7,18.6,10.32,8.15,7.02,1.75,NA,0.5,NA,NA
"AB","COLL",2021-03-01,"C","Normans",8,19.1,11.73,8.38,7.27,2.5,NA,0.5,NA,NA
"AB","COLL",2021-03-01,"C","Hotel",9,19.6,13.2,9.04,7.38,1.75,NA,0.75,NA,NA
"AB","COLL",2021-03-01,"C","East Lumps",10,19.3,10.99,8.18,7.33,2.25,NA,0.5,NA,NA
"AB","COLL",2021-03-01,"E","Cat Point",11,19.3,10.08,8.34,7.45,1.5,NA,0.5,NA,NA
"AB","COLL",2021-03-01,"E","Easthole",12,19.6,12.71,9.24,7.68,1.25,NA,0.75,NA,NA
"AB","COLL",2021-03-01,"E","Platform",13,19,15.85,8.58,7.53,1.75,NA,0.75,NA,NA
"AB","COLL",2021-03-01,"E","Porters",14,19.3,19.45,8.91,8.23,2,NA,1,NA,NA
"AB","COLL",2021-03-01,"E","Bulkhead",15,19.2,14.27,8.55,7.35,1.75,NA,0.75,NA,NA
"AB","COLL",2021-04-05,"W","Paradise Flats",1,17.3,4.49,9.3,8.11,1,NA,0.5,NA,NA
"AB","COLL",2021-04-05,"W","Cabbage Top",2,17.7,9.44,9.45,8.58,0.75,NA,0.75,NA,NA
"AB","COLL",2021-04-05,"W","Dry Bar North",3,18.5,14.88,9.49,8.61,1.5,NA,1.25,NA,NA
"AB","COLL",2021-04-05,"W","Green Point",4,18.4,17.81,7.75,7.93,1.75,NA,1,NA,NA
"AB","COLL",2021-04-05,"W","Eleven Mile",5,18,8.17,9.47,8.46,0.75,NA,0.5,NA,NA
"AB","COLL",2021-04-05,"C","Halfmoon",6,20,12.41,9.42,7.93,2.25,NA,1,NA,NA
"AB","COLL",2021-04-05,"C","Lighthouse",7,19.3,19.88,8.72,8.53,2,NA,1,NA,NA
"AB","COLL",2021-04-05,"C","Normans",8,17.9,8.89,9.57,7.88,2.5,NA,1.25,NA,NA
"AB","COLL",2021-04-05,"C","Hotel",9,18.5,7.7,9.78,7.94,1.5,NA,1.25,NA,NA
"AB","COLL",2021-04-05,"C","East Lumps",10,19.7,19.7,8.87,7.91,2.25,NA,1.25,NA,NA
"AB","COLL",2021-04-05,"E","Cat Point",11,19.2,25.5,8.22,7.84,1.75,NA,1,NA,NA
"AB","COLL",2021-04-05,"E","Easthole",12,19,14.45,9.28,7.94,1.25,NA,1.25,NA,NA
"AB","COLL",2021-04-05,"E","Platform",13,18.5,24.2,8.5,7.89,1.5,NA,1.25,NA,NA
"AB","COLL",2021-04-05,"E","Porters",14,19.3,27.57,8.29,7.82,2.25,NA,1.25,NA,NA
"AB","COLL",2021-04-05,"E","Bulkhead",15,18.5,10.38,9.6,7.96,2,NA,1,NA,NA
"AB","COLL",2021-05-10,"W","Paradise Flats",1,25.2,10.02,7.8,NA,1.25,NA,0.5,NA,NA
"AB","COLL",2021-05-10,"W","Cabbage Top",2,25,10.09,8.28,NA,1.25,NA,0.75,NA,NA
"AB","COLL",2021-05-10,"W","Dry Bar North",3,25.1,8.87,8.29,NA,1.75,NA,1,NA,NA
"AB","COLL",2021-05-10,"W","Green Point",4,24.9,7.58,7.95,NA,1.75,NA,0.5,NA,NA
"AB","COLL",2021-05-10,"W","Eleven Mile",5,25,13.21,8.1,NA,1,NA,0.5,NA,NA
"AB","COLL",2021-05-10,"C","Halfmoon",6,24.2,0.08,7.65,NA,2.5,NA,0.5,NA,NA
"AB","COLL",2021-05-10,"C","Lighthouse",7,24.9,5.96,7.33,NA,2,NA,0.5,NA,NA
"AB","COLL",2021-05-10,"C","Normans",8,25,8.9,8.72,NA,2.5,NA,0.5,NA,NA
"AB","COLL",2021-05-10,"C","Hotel",9,24.9,11.75,8.37,NA,1.75,NA,1,NA,NA
"AB","COLL",2021-05-10,"C","East Lumps",10,25,9.44,6.99,NA,2.5,NA,0.5,NA,NA
"AB","COLL",2021-10-04,"W","Paradise Flats",1,25.9,8.66,8.99,8.18,2,0.3,1,4.75,NA
"AB","COLL",2021-10-04,"W","Paradise Flats",1,25.9,8.69,8.87,8.13,2,2,1,5.3,NA
"AB","COLL",2021-10-04,"W","Cabbage Top",2,25.9,8.63,8.94,8.14,2.25,0.3,1,5.22,NA
"AB","COLL",2021-10-04,"W","Cabbage Top",2,25.7,9.46,7.54,7.85,2.25,2.25,1,NA,NA
"AB","COLL",2021-10-04,"C","Halfmoon",6,25.7,3.62,5.67,7.36,2.5,0.3,1,8.85,NA
"AB","COLL",2021-10-04,"C","Halfmoon",6,27.4,20.05,4.38,7.65,2.5,2.5,1,7.05,NA
"AB","COLL",2021-10-04,"C","Lighthouse",7,25.9,8.73,6.61,7.56,2.25,0.3,1,6.86,NA
"AB","COLL",2021-10-04,"C","Lighthouse",7,27.4,23.25,5.51,7.86,2.25,2.25,1,17.05,NA
"AB","COLL",2021-10-04,"C","Hotel",9,26.6,23.33,6.24,7.83,1.5,0.3,1,4.93,NA
"AB","COLL",2021-10-04,"C","Hotel",9,26.7,23.71,6.05,7.83,1.5,1.5,1,6.11,NA
"AB","COLL",2021-10-04,"E","Cat Point",11,26.7,24.24,6.33,7.89,1.75,0.3,1,4.45,NA
"AB","COLL",2021-10-04,"E","Cat Point",11,26.8,24.99,6.03,7.87,1.75,1.75,1,5.78,NA
"AB","COLL",2021-10-04,"E","Easthole",12,26.4,24.28,6.33,7.87,2,0.3,1,3.01,NA
"AB","COLL",2021-10-04,"E","Easthole",12,26.4,24.23,6.28,7.87,2,2,1,3.15,NA
"AB","COLL",2021-10-04,"E","Bulkhead",15,26.7,24.46,6.32,7.89,2,0.3,1.25,4.57,NA
"AB","COLL",2021-10-04,"E","Bulkhead",15,26.9,24.77,6.07,7.86,2,2,1.25,5.48,NA
"AB","COLL",2021-11-01,"W","Paradise Flats",1,19.1,32.24,8.65,8.13,1.5,0.3,0.75,7.9,NA
"AB","COLL",2021-11-01,"W","Paradise Flats",1,19.1,32.23,8.64,8.12,1.5,1.5,0.75,8.1,NA
"AB","COLL",2021-11-01,"W","Cabbage Top",2,18.1,29.02,8.99,7.99,2,0.3,1,3.09,NA
"AB","COLL",2021-11-01,"W","Cabbage Top",2,19.3,32.11,8.83,8.1,2,2,1,11.83,NA
"AB","COLL",2021-11-01,"C","Halfmoon",6,20,22.2,9.86,8.18,2.25,0.3,1.25,3.55,NA
"AB","COLL",2021-11-01,"C","Halfmoon",6,20.7,28.55,9.6,8.1,2.25,2.25,1.25,6.82,NA
"AB","COLL",2021-11-01,"C","Lighthouse",7,19.9,16.3,9.62,8.17,2,0.3,1.25,2.93,NA
"AB","COLL",2021-11-01,"C","Lighthouse",7,20.5,28.32,9.21,8.08,2,2,1.25,5.17,NA
"AB","COLL",2021-11-01,"C","Hotel",9,19.1,23.59,9.27,8.18,1.5,0.3,1.25,2.64,NA
"AB","COLL",2021-11-01,"C","Hotel",9,20.4,28.74,8.13,8.03,1.5,1.5,1.25,3.64,NA
"AB","COLL",2021-11-01,"E","Cat Point",11,20.1,20.64,9.52,8.16,1.75,0.3,1.25,3.44,NA
"AB","COLL",2021-11-01,"E","Cat Point",11,20.2,21.03,9.61,8.16,1.75,1.75,1.25,4.12,NA
"AB","COLL",2021-11-01,"E","Easthole",12,19.6,21.24,9.09,8.14,1.75,0.3,1.25,2,NA
"AB","COLL",2021-11-01,"E","Easthole",12,19.5,23.25,8.92,8.11,1.75,1.75,1.25,3.11,NA
"AB","COLL",2021-11-01,"E","Bulkhead",15,19.6,21.15,9.17,8.13,2,0.3,1.25,5.22,NA
"AB","COLL",2021-11-01,"E","Bulkhead",15,19.9,24.56,9.02,8.1,2,2,1.25,3.3,NA
"AB","COLL",2021-12-02,"W","Paradise Flats",1,13.9,13.77,10.37,8.3,1,0.3,1,1.62,NA
"AB","COLL",2021-12-02,"W","Cabbage Top",2,14,13.35,10.34,8.27,1.5,0.3,1.5,1.65,NA
"AB","COLL",2021-12-02,"W","Cabbage Top",2,15.6,20.21,10.79,8.39,1.5,1.5,1.5,3.6,NA
"AB","COLL",2021-12-02,"C","Halfmoon",6,16.9,11.64,10.62,8.23,2.25,0.3,1.24,3.36,NA
"AB","COLL",2021-12-02,"C","Halfmoon",6,17,21.25,11.36,8.26,2.25,2.25,1.25,7.4,NA
"AB","COLL",2021-12-02,"C","Lighthouse",7,17,21.53,10.59,8.22,2,0.3,1,2.8,NA
"AB","COLL",2021-12-02,"C","Lighthouse",7,16.3,24.03,10.07,8.17,2,2,1,4.45,NA
"AB","COLL",2021-12-02,"C","Hotel",9,16.1,12.21,10.2,8.16,1.25,0.3,1.25,2.57,NA
"AB","COLL",2021-12-02,"E","Cat Point",11,16.1,25.85,9.54,8.13,1.5,0.3,1,3.24,NA
"AB","COLL",2021-12-02,"E","Cat Point",11,16.1,25.86,9.55,8.14,1.5,1.5,1,3.5,NA
"AB","COLL",2021-12-02,"E","Easthole",12,16,22.76,9.75,8.15,1.25,0.3,1.25,2.28,NA
"AB","COLL",2021-12-02,"E","Bulkhead",15,16.6,20.31,10.24,8.18,2.25,0.3,1.5,2.1,NA
"AB","COLL",2021-12-02,"E","Bulkhead",15,15.8,25.05,10.14,8.17,2.25,2.25,1.5,1.89,NA
"AB","COLL",2022-01-04,"W","Paradise Flats",1,14,13.98,9.7,8.14,0.75,0.3,0.75,10.32,NA
"AB","COLL",2022-01-04,"W","Cabbage Top",2,14.4,15.64,9.5,8.04,1.5,0.3,1,4.22,NA
"AB","COLL",2022-01-04,"W","Cabbage Top",2,15.7,23.4,8.25,7.84,1.5,1.5,1,9.83,NA
"AB","COLL",2022-01-04,"C","Halfmoon",6,17.1,0.3,7.98,7.51,1.5,0.3,0.75,15.2,NA
"AB","COLL",2022-01-04,"C","Halfmoon",6,18.1,0.52,7.81,7.43,1.5,1.5,0.75,18.73,NA
"AB","COLL",2022-01-04,"C","Lighthouse",7,15.9,8.26,8.96,7.95,1.25,0.3,0.75,12.95,NA
"AB","COLL",2022-01-04,"C","Hotel",9,16,10.04,10.38,8.21,1,0.3,1,7.48,NA
"AB","COLL",2022-01-04,"E","Cat Point",11,16.3,11.5,9.67,8.12,1,0.3,0.75,11.38,NA
"AB","COLL",2022-01-04,"E","Easthole",12,16.2,16.11,10.98,8.29,1.5,0.3,1,5.34,NA
"AB","COLL",2022-01-04,"E","Easthole",12,16.2,16.35,10.96,8.27,1.5,1.5,1,5.49,NA
"AB","COLL",2022-01-04,"E","Bulkhead",15,16.1,9.2,9.96,8.11,1.5,0.3,1,8.89,NA
"AB","COLL",2022-01-04,"E","Bulkhead",15,16.3,15.04,10.2,8.21,1.5,1.5,1,9.04,NA
"AB","COLL",2022-02-01,"W","Paradise Flats",1,12.7,10.13,11.3,8.27,0.75,0.3,0.75,5.8,NA
"AB","COLL",2022-02-01,"W","Cabbage Top",2,12.2,9.44,11.84,8.34,1.5,0.3,1.25,5.91,NA
"AB","COLL",2022-02-01,"W","Cabbage Top",2,13.9,26.44,12.18,8.29,1.5,1.5,1.25,6.59,NA
"AB","COLL",2022-02-01,"C","Halfmoon",6,11.1,0.13,10.8,8.19,1.75,0.3,1,16.7,NA
"AB","COLL",2022-02-01,"C","Halfmoon",6,12,6.37,11.8,8.26,1.75,1.75,1,11.06,NA
"AB","COLL",2022-02-01,"C","Lighthouse",7,11.9,6.19,11.89,8.31,1.5,0.3,0.5,17.32,NA
"AB","COLL",2022-02-01,"C","Lighthouse",7,11.8,8.53,12.3,8.37,1.5,1.5,0.5,26.8,NA
"AB","COLL",2022-02-01,"E","Cat Point",11,11.9,13.42,12.25,8.39,1.25,0.3,0.5,11.87,NA
"AB","COLL",2022-02-01,"E","Easthole",12,11.8,17.94,11.43,8.22,1.5,0.3,0.5,12.59,NA
"AB","COLL",2022-02-01,"E","Easthole",12,11.8,17.96,11.5,8.25,1.5,1.5,0.5,12.75,NA
"AB","COLL",2022-02-01,"E","Bulkhead",15,11.5,11.87,12.1,8.37,1.5,0.3,1,3.82,NA
"AB","COLL",2022-02-01,"E","Bulkhead",15,11.5,15.84,11.84,8.33,1.5,1.5,1,4.82,NA
"AB","COLL",2022-03-01,"W","Paradise Flats",1,17.3,14.9,8.76,8.29,0.75,0.3,0.5,16.53,NA
"AB","COLL",2022-03-01,"W","Cabbage Top",2,17.1,18.53,8.92,8.09,1.25,0.3,0.75,7.44,NA
"AB","COLL",2022-03-01,"C","Halfmoon",6,18.7,1.2,8.92,7.61,2,0.3,0.75,16.82,NA
"AB","COLL",2022-03-01,"C","Halfmoon",6,18.1,17.47,8.36,7.91,2,2,0.75,10.45,NA
"AB","COLL",2022-03-01,"C","Lighthouse",7,18.1,5.29,9.23,7.78,1.5,0.3,0.75,12.4,NA
"AB","COLL",2022-03-01,"C","Lighthouse",7,18,6.4,8.73,7.75,1.5,1.5,0.75,13.64,NA
"AB","COLL",2022-03-01,"E","Cat Point",11,18,13.5,8.99,7.97,1.25,0.3,0.75,8.36,NA
"AB","COLL",2022-03-01,"E","Easthole",12,17.8,16.06,9.04,8.01,1.25,0.3,1,4.26,NA
"AB","COLL",2022-03-01,"E","Bulkhead",15,17.6,12.25,9.15,7.99,1.25,0.3,1,6.35,NA
"AB","COLL",2022-04-04,"W","Paradise Flats",1,20.5,9.26,8.38,7.76,1.5,0.3,1,9.74,NA
"AB","COLL",2022-04-04,"W","Paradise Flats",1,20.6,9.33,8.23,7.77,1.5,1.5,1,13.33,NA
"AB","COLL",2022-04-04,"W","Cabbage Top",2,20.8,7.16,8.53,7.72,2,0.3,1.25,7.39,NA
"AB","COLL",2022-04-04,"W","Cabbage Top",2,21.1,10.74,6.21,7.6,2,2,1.25,12.96,NA
"AB","COLL",2022-04-04,"C","Halfmoon",6,21.1,0.38,7.73,7.64,2,0.3,1,13.61,NA
"AB","COLL",2022-04-04,"C","Halfmoon",6,21.3,9.03,6.61,7.37,2,2,1,13.85,NA
"AB","COLL",2022-04-04,"C","Lighthouse",7,21.7,5.17,8.04,7.49,1.75,0.3,0.75,11.26,NA
"AB","COLL",2022-04-04,"C","Lighthouse",7,21.1,13.59,6.52,7.61,1.75,1.75,0.75,15.62,NA
"AB","COLL",2022-04-04,"C","Hotel",9,20.9,6.94,8.46,7.69,1.25,0.3,1.25,8.31,NA
"AB","COLL",2022-04-04,"E","Cat Point",11,21.1,11.68,7.39,7.68,1.5,0.3,1,9.74,NA
"AB","COLL",2022-04-04,"E","Cat Point",11,20.9,12.52,7.13,7.67,1.5,1.5,1,10.55,NA
"AB","COLL",2022-04-04,"E","Easthole",12,20.7,13.18,7.08,7.68,2,0.3,1.25,7.04,NA
"AB","COLL",2022-04-04,"E","Easthole",12,20.7,13.33,6.89,7.67,2,2,1.25,7.15,NA
"AB","COLL",2022-04-04,"E","Bulkhead",15,21.4,12.19,7.42,7.71,1.75,0.3,1.25,5.3,NA
"AB","COLL",2022-04-04,"E","Bulkhead",15,20.7,13.41,6.88,7.68,1.75,1.75,1.25,7.72,NA
"AB","COLL",2022-05-02,"W","Paradise Flats",1,24.5,9.16,9.21,8.04,1.5,0.3,0.75,7.23,NA
"AB","COLL",2022-05-02,"W","Paradise Flats",1,24.7,10.23,8.92,7.98,1.5,1.5,0.75,12.56,NA
"AB","COLL",2022-05-02,"W","Cabbage Top",2,25.2,10.8,8.71,8,2.25,0.3,0.75,13.23,NA
"AB","COLL",2022-05-02,"W","Cabbage Top",2,25.1,10.86,8.45,7.95,2.25,2.25,0.75,15.83,NA
"AB","COLL",2022-05-02,"C","Halfmoon",6,25.7,2.11,7.93,7.54,2.25,0.3,1,11.29,NA
"AB","COLL",2022-05-02,"C","Halfmoon",6,24.5,24.28,5.04,7.5,2.25,2.25,1,31.37,NA
"AB","COLL",2022-05-02,"C","Lighthouse",7,26,5.71,7.94,7.55,2,0.3,1,10.29,NA
"AB","COLL",2022-05-02,"C","Lighthouse",7,24.8,25.2,6.5,7.68,2,2,1,15.37,NA
"AB","COLL",2022-05-02,"C","Hotel",9,25.6,20.38,7.83,7.89,1.5,0.3,1,4.52,NA
"AB","COLL",2022-05-02,"C","Hotel",9,25.3,28.15,6.93,7.83,1.5,1.5,1,16.17,NA
"AB","COLL",2022-05-02,"E","Cat Point",11,25.6,8.32,8.3,7.77,1.5,0.3,1,8.12,NA
"AB","COLL",2022-05-02,"E","Cat Point",11,24.6,25.15,6.85,7.74,1.5,1.5,1,8.38,NA
"AB","COLL",2022-05-02,"E","Easthole",12,25.5,22.38,7.83,7.88,2,0.3,1.25,4.76,NA
"AB","COLL",2022-05-02,"E","Easthole",12,25,25.48,7.22,7.83,2,2,1.25,6.24,NA
"AB","COLL",2022-05-02,"E","Bulkhead",15,25.8,11.03,8.33,7.85,1.75,0.3,1,7.27,NA
"AB","COLL",2022-05-02,"E","Bulkhead",15,25,24.71,7.57,7.83,1.75,1.75,1,5.83,NA
"AB","COLL",2022-06-01,"W","Paradise Flats",1,26.7,9.34,8.5,7.96,1.5,0.3,1,7.68,NA
"AB","COLL",2022-06-01,"W","Paradise Flats",1,26.7,9.41,8.46,7.99,1.5,1.5,1,8.11,NA
"AB","COLL",2022-06-01,"W","Cabbage Top",2,27.3,10.36,8.06,8.01,2,0.3,1,8.53,NA
"AB","COLL",2022-06-01,"W","Cabbage Top",2,27.2,10.38,7.94,7.98,2,2,1,10.54,NA
"AB","COLL",2022-06-01,"C","Halfmoon",6,27.7,8.91,7.96,7.85,2.5,0.3,1,8.92,NA
"AB","COLL",2022-06-01,"C","Halfmoon",6,27.5,18.98,4.82,7.61,2.5,2.5,1,26.75,NA
"AB","COLL",2022-06-01,"C","Lighthouse",7,27.9,17.71,7.72,7.96,2,0.3,1,6.03,NA
"AB","COLL",2022-06-01,"C","Lighthouse",7,27.7,17.91,7.35,7.94,2,2,1,7.93,NA
"AB","COLL",2022-06-01,"C","Hotel",9,27.4,21.11,7.2,7.92,1.5,0.3,1,3.09,NA
"AB","COLL",2022-06-01,"C","Hotel",9,27.4,26.27,5.72,7.8,1.5,1.5,1,10.85,NA
"AB","COLL",2022-06-01,"E","Cat Point",11,28.1,21.28,7.08,7.91,1.75,0.3,1,3.88,NA
"AB","COLL",2022-06-01,"E","Cat Point",11,28.1,21.51,6.32,7.86,1.75,1.75,1,7.76,NA
"AB","COLL",2022-06-01,"E","Easthole",12,27.8,21.09,6.92,7.9,2,0.3,1.5,4.14,NA
"AB","COLL",2022-06-01,"E","Easthole",12,27.5,22.77,6.18,7.85,2,2,1.5,5.09,NA
"AB","COLL",2022-06-01,"E","Bulkhead",15,27.8,21.18,7.05,7.9,2,0.3,1.25,5.96,NA
"AB","COLL",2022-06-01,"E","Bulkhead",15,27.6,22.22,6.5,7.88,2,2,1.25,11.07,NA
"AB","COLL",2022-07-05,"W","Paradise Flats",1,29.6,18.93,7.07,7.88,1.5,0.3,0.75,9.91,NA
"AB","COLL",2022-07-05,"W","Paradise Flats",1,29.5,19.05,6.35,7.9,1.5,1.5,0.75,19.54,NA
"AB","COLL",2022-07-05,"W","Cabbage Top",2,29.8,19.77,7.36,8.17,2,0.3,1,5.03,NA
"AB","COLL",2022-07-05,"W","Cabbage Top",2,29.7,20.1,6.79,8.12,2,2,1,16.09,NA
"AB","COLL",2022-07-05,"C","Halfmoon",6,31.3,4.78,7.5,7.85,2.25,0.3,1,7.8,NA
"AB","COLL",2022-07-05,"C","Halfmoon",6,30.8,22.91,3.68,7.68,2.25,2.25,1,18.26,NA
"AB","COLL",2022-07-05,"C","Lighthouse",7,31.5,23.49,6.97,8.05,1.75,0.3,0.75,8.9,NA
"AB","COLL",2022-07-05,"C","Lighthouse",7,30.6,24.91,7.27,8.07,1.75,1.75,0.75,20.09,NA
"AB","COLL",2022-07-05,"C","Hotel",9,30.3,20.78,6.95,8.12,1.5,0.3,1,5.73,NA
"AB","COLL",2022-07-05,"C","Hotel",9,30.3,20.78,6.9,8.12,1.5,1.5,1,5.84,NA
"AB","COLL",2022-07-05,"E","Cat Point",11,30.5,24.44,7.05,8.1,1.5,0.3,1.5,3.49,NA
"AB","COLL",2022-07-05,"E","Cat Point",11,30.4,25.37,5.38,7.96,1.5,1.5,1.5,4.09,NA
"AB","COLL",2022-07-05,"E","Easthole",12,30.3,22.72,6.54,8.06,2,0.3,1,5.84,NA
"AB","COLL",2022-07-05,"E","Easthole",12,30.2,22.81,6.33,8.05,2,2,1,8.4,NA
"AB","COLL",2022-07-05,"E","Bulkhead",15,31.5,19.35,8.32,8.21,2,0.3,1.25,3.41,NA
"AB","COLL",2022-07-05,"E","Bulkhead",15,30.9,21.87,6.36,8.05,2,2,1.25,9.42,NA
"AB","COLL",2022-08-01,"W","Paradise Flats",1,30.8,17.7,6.61,7.92,1.25,0.3,0.75,4.18,NA
"AB","COLL",2022-08-01,"W","Paradise Flats",1,31.1,17.77,6.15,7.95,1.25,1.25,0.75,7.22,NA
"AB","COLL",2022-08-01,"W","Cabbage Top",2,30.8,14.05,7.6,8.32,2,0.3,1,1.9,NA
"AB","COLL",2022-08-01,"W","Cabbage Top",2,31.4,17.71,5.27,8.04,2,2,1,4.53,NA
"AB","COLL",2022-08-01,"C","Halfmoon",6,31.5,10.75,6.12,8.08,2.25,0.3,0.75,6.68,NA
"AB","COLL",2022-08-01,"C","Halfmoon",6,31.8,14.22,5.65,8.01,2.25,2.25,0.75,8.5,NA
"AB","COLL",2022-08-01,"C","Lighthouse",7,31.7,9.31,7.89,8.3,2,0.3,0.75,4.35,NA
"AB","COLL",2022-08-01,"C","Lighthouse",7,31.6,17.77,5.8,8.06,2,2,0.75,19.53,NA
"AB","COLL",2022-08-01,"C","Hotel",9,31,18.63,6.55,8.17,1.75,0.3,1,2.2,NA
"AB","COLL",2022-08-01,"C","Hotel",9,30.8,22.07,5.15,8.03,1.75,1.75,1,4.07,NA
"AB","COLL",2022-08-01,"E","Cat Point",11,31.8,18.53,6.31,8.14,1.5,0.3,0.75,7.1,NA
"AB","COLL",2022-08-01,"E","Cat Point",11,31.6,19.54,5.97,8.11,1.5,1.5,0.75,8.46,NA
"AB","COLL",2022-08-01,"E","Easthole",12,31.1,20.73,5.27,8.04,1.75,0.3,1,5.09,NA
"AB","COLL",2022-08-01,"E","Easthole",12,31.1,20.77,5.14,8.03,1.75,1.75,1,5.2,NA
"AB","COLL",2022-08-01,"E","Bulkhead",15,32.1,17.99,6.82,8.16,2,0.3,1,3.2,NA
"AB","COLL",2022-08-01,"E","Bulkhead",15,31.2,20.52,5.42,8.05,2,2,1,8.88,NA
"AB","COLL",2022-09-02,"W","Paradise Flats",1,29.1,13.72,6.57,7.94,1.75,0.3,0.5,13.31,NA
"AB","COLL",2022-09-02,"W","Paradise Flats",1,29.1,13.72,6.46,7.98,1.75,1.75,0.5,16.25,NA
"AB","COLL",2022-09-02,"W","Cabbage Top",2,29,14.23,6.73,8.07,2.25,0.3,0.5,9.63,NA
"AB","COLL",2022-09-02,"W","Cabbage Top",2,29,14.23,6.64,8.07,2.25,2.25,0.5,10.14,NA
"AB","COLL",2022-09-02,"C","Halfmoon",6,29.4,5.54,7.6,7.86,2.25,0.3,0.75,7.5,NA
"AB","COLL",2022-09-02,"C","Halfmoon",6,29.4,8.27,6.06,7.63,2.25,2.25,0.75,12.02,NA
"AB","COLL",2022-09-02,"C","Lighthouse",7,29.5,9.64,7.61,7.98,2,0.3,1,5.11,NA
"AB","COLL",2022-09-02,"C","Lighthouse",7,29.9,19.33,5.33,7.83,2,2,1,21.23,NA
"AB","COLL",2022-09-02,"C","Hotel",9,29.5,23.67,6.31,7.99,1.75,0.3,1,1.78,NA
"AB","COLL",2022-09-02,"C","Hotel",9,29.6,23.72,5.89,7.98,1.75,1.75,1,1.92,NA
"AB","COLL",2022-09-02,"E","Cat Point",11,29.5,12.57,7.84,8.09,1.5,0.3,1,3.01,NA
"AB","COLL",2022-09-02,"E","Cat Point",11,29.9,22.26,6.15,7.96,1.5,1.5,1,4.77,NA
"AB","COLL",2022-09-02,"E","Easthole",12,29.5,21.27,6.92,8.04,2,0.3,1.5,1.32,NA
"AB","COLL",2022-09-02,"E","Easthole",12,29.8,23.9,5.85,7.96,2,2,1.5,2.18,NA
"AB","COLL",2022-09-02,"E","Bulkhead",15,29.9,21.08,6.99,8.07,2,0.3,1,3.39,NA
"AB","COLL",2022-09-02,"E","Bulkhead",15,30.2,24.81,5.29,7.92,2,2,1,9.81,NA
"AB","COLL",2022-10-05,"W","Paradise Flats",1,22.4,23.35,8.14,8.18,1.5,0.3,1.25,3.26,NA
"AB","COLL",2022-10-05,"W","Paradise Flats",1,22.4,23.65,8.18,8.18,1.5,1.5,1.25,3.64,NA
"AB","COLL",2022-10-05,"W","Cabbage Top",2,22.6,21.41,8.48,8.25,2,0.3,1.5,2.54,NA
"AB","COLL",2022-10-05,"W","Cabbage Top",2,22.6,23.32,7.86,8.18,2,2,1.5,6.07,NA
"AB","COLL",2022-10-05,"C","Halfmoon",6,23.1,28.39,6.98,8.06,2.75,0.3,1,4.24,NA
